"URI","Capacity_G","Distance_K","Id","InService","Name","NotLive","Notes","OverLand","URL1","URL2","asWKT","coordX","coordY","crs","first","firstAndLast","geometry","lineStringMember","points","precise","rest"
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_62",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((39.68928106903823 -4.059714671744109, 36.81 -1.28, 32.567 0.3, 30.05 -1.93333))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx12311",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_61",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((28.045556 -26.204444, 31.768316669999997 -28.96246666999863))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx12306",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_60",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((80.28714083648237 13.060484880600265, 80.56907257992104 12.749353840416148, 95.84982435078464 8.290324142969975, 99.8972513069281 3.814144331302858, 101.08060918817343 2.5107356505109, 103.61882609287356 0.9843754848466337, 103.97077622883927 1.2538738039243735, 103.97 1.3463618108401545))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx12289",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_6",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((9.424810530577076 -24.346820530541773, 9.997272014298744 -26.274304044432554, 10.606367938113976 -27.733900504561593, 11.309437070965089 -28.90834838351273, 13.69923507928388 -31.462451696087776, 16.267919054325375 -33.544378866709216, 17.539389195929456 -33.46835214149032, 18.161 -33.33996333333333), (14.523666666666667 -22.674, 9.424810530577076 -24.346820530541773), (6.907755762795546 -11.210458888485354, 7.020524195367898 -12.505293429761267, 7.1677269133984955 -15.667787578956286, 8.30451898313504 -20.574787739081554, 9.424810530577076 -24.346820530541773), (13.1975 -9.564000000000014, 6.907755762795546 -11.210458888485354), (6.543785832488196 -7.031267717716116, 6.907755762795546 -11.210458888485354), (12.353 -5.949058333333333, 6.543785832488196 -7.031267717716116), (6.35643467705222 -5.27697962590708, 6.543785832488196 -7.031267717716116), (11.825351666666666 -4.63, 6.35643467705222 -5.27697962590708), (4.507763839214306 1.2146213550432647, 5.245821811776125 -0.1851437653326054, 5.958429509421933 -2.3229668582701617, 6.263832808412928 -4.409889401375902, 6.35643467705222 -5.27697962590708), (-4.6470925662093805 1.3385897621795952, -1.0968676325798015 1.559678095742796), (-1.0968676325798015 1.559678095742796, 0.8089026950062816 1.6783589099888472), (0.8089026950062816 1.6783589099888472, 2.7205886436994433 1.7974081163332036), (2.7205886436994433 1.7974081163332036, 3.5342960003331427 1.848081300947968, 4.507763839214306 1.2146213550432647), (9.094 4.03, 4.507763839214306 1.2146213550432647), (-3.952277777777778 5.248, -4.6470925662093805 1.3385897621795952), (-0.204416667 5.541716666999689, -1.0968676325798015 1.559678095742796), (1.3913083333333334 6.181, 0.8089026950062816 1.6783589099888472), (3.6402166666666664 6.426, 3.66023109502194 2.9664306719843165, 2.7205886436994433 1.7974081163332036), (-23.517666666666667 14.904, -25.182105391213895 13.320287225958552), (-25.754249356809282 15.721925273001132, -25.679615052356265 14.946994016988572, -25.182105391213895 13.320287225958552, -24.34655499768786 11.482433347759166, -22.897772991876653 8.91840670663368, -21.520399469793347 6.860583289336025, -20.326123759118786 5.400395659269746, -19.114689500822806 4.220889035724879, -17.911984566385 3.334950298315209, -16.538671386924136 2.6147862482188136, -13.848172128745604 1.7159158543646373, -10.754534572334478 1.1839503936747546, -5.398405575470803 1.2918021517303295, -4.6470925662093805 1.3385897621795952), (-15.378836666666666 27.983, -15.31834988748051 27.578980451041428, -16.228493722210597 27.222061300166885, -23.14970900863659 28.38938875307406), (-23.14970900863659 28.38938875307406, -23.525787306084 27.45701246138003, -24.704064301657866 23.69511759946079, -25.610952045283682 19.32351442472406, -25.86749541964508 16.89776410951315, -25.754249356809282 15.721925273001132), (-9.195248333333334 38.571999999999996, -18.226896763491446 38.43121550558842), (-3.015116666666586 51.281449999998415, -3.6835343597745065 51.305470792740394, -5.078861575026259 51.257021931099686, -6.2561689128949265 50.627186729770784, -9.471541488474656 48.533626062066034, -11.112640489846626 47.443201500770996, -12.628033904592483 46.11440931799205, -14.14731389025269 44.43745763704082, -15.709166555158902 42.36277876774084, -18.625093502415268 37.8157811640558, -20.199458055195862 35.03750540974294, -21.887468930349996 31.51874434580018, -23.14970900863659 28.38938875307406))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx6353",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_59",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((49.416666666 -18.015, 52.36233615320534 -19.010948769543127, 54.842650720950154 -20.113752948921263, 55.53333333 -20.9, 55.85072808210155 -20.30935004884616, 56.18173855889753 -20.083661087394354, 56.96412695859711 -19.90310991823291, 57.51115821086605 -20.04122686078805))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx12272",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_58",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((105.33515983276612 0.1805565038828263, 106.47210964729021 -1.0646742453579918, 106.86913974125105 -2.2918581721460214, 107.12179525558975 -4.060446772516968, 107.03156114332597 -5.57637985854916, 106.84630983848615 -6.098154348721778, 106.67062469427071 -5.865129017793436, 106.00289226351845 -5.738801260624086, 105.6239089920104 -6.135831354584809, 105.08250431842748 -6.47872098118745, 104.77570833673042 -7.471296216089456, 104.90203609389977 -9.63691491042124, 106.00289226351845 -16.1157241709638, 110.11756778274889 -27.394988203941807, 113.23966806707722 -31.148727274116936, 114.93606937763707 -31.90669381713309, 115.73149039427848 -32.04601697619315), (103.69289898956453 0.7400079999185891, 105.33515983276612 0.1805565038828263), (103.69289898956453 0.7400079999185891, 103.73759307329522 1.1218110874348213, 103.64121321435027 1.3193926726949599, 104.19947893544554 1.1222340598359324, 104.81081504603304 1.7989899018148208), (104.81081504603304 1.7989899018148208, 105.33515983276612 0.1805565038828263), (104.81081504603304 1.7989899018148208, 105.78534345848237 1.6365684997398944, 107.58551399814559 2.651702262707829, 109.14205243469661 3.775116960392495, 111.0911092595951 5.832454720007718, 112.66343866579223 7.925886124528347), (103.85956908653793 2.435537932417674, 104.41829665768546 2.2456487575205983, 104.81081504603304 1.7989899018148208), (100.01134720920044 3.5553123025498508, 101.41899936051618 2.3461751982146097, 103.20563478333975 1.046803981615426, 103.69289898956453 0.7400079999185891), (98.79902232908836 3.7342435278702055, 100.01134720920044 3.5553123025498508), (114.57658628993363 4.7439940471352315, 112.66343866579223 7.925886124528347), (78.77688104987817 4.987837882584074, 81.97825851811808 5.360813898301501, 87.35532941137524 6.417579276166919, 92.70131896998947 6.604067284025689, 95.18766255423179 6.535948281717651), (95.18766255423179 6.535948281717651, 97.23919382788279 6.4797419454531, 100.00428294147076 6.570741109060407, 99.88501945203109 5.811165109145406, 100.35813330000008 5.561649999999702, 100.01134720920044 3.5553123025498508), (79.85155395004546 6.843198157865288, 78.93228772309362 6.137847264378934, 78.77688104987817 4.987837882584074), (112.66343866579223 7.925886124528347, 114.55835502333252 10.596815847537528, 115.51483661332907 12.888762299038603), (74.45657553448649 8.282459354753428, 76.81875696736239 5.88919658723421, 78.77688104987817 4.987837882584074), (76.2379 9.9638, 75.18018785664617 9.434411319963317, 74.45657553448649 8.282459354753428), (115.51483661332907 12.888762299038603, 109.262088608885 15.852736631220921, 108.26181414747282 16.01444953845953), (115.51483661332907 12.888762299038603, 116.16452222162877 15.433364264878605, 116.30889680125085 18.05015352052942, 116.30889680125085 19.223196979959255), (121.04736369057548 13.748943864545197, 120.35063307973451 13.610635197149293, 119.795693289312 13.58356496347011, 119.02419162945637 14.436277324363289, 117.60300436130103 17.45460837958825, 116.95331875300155 18.672768895149886, 116.30889680125085 19.223196979959255), (60.436233720166854 15.382642020637263, 64.24344322910338 16.56466374543345, 67.60691385525092 17.664566462040852), (95.79204550672983 16.169767348735604, 95.6229644264414 15.337922318738379, 95.24998841072414 12.416276862286452, 95.06350040286543 9.618956744406887, 95.18766255423179 6.535948281717651), (67.60691385525092 17.664566462040852, 70.80160483879871 18.709275835807603, 72.82436980466821 19.08060660884371, 71.970068763038 17.17172106268157, 72.00115009768109 14.218994271586553, 72.80926479840195 11.670324830851882, 74.45657553448649 8.282459354753428), (116.30889680125085 19.223196979959255, 114.16132492937186 21.551237076365737, 113.5518574756369 22.18700114027331, 114.16508468404936 21.772310651412226), (114.16508468404936 21.772310651412226, 116.1284285767232 22.480648432683324, 118.07748540162186 23.226583760730875), (114.18413635840311 22.244890120604655, 114.16508468404936 21.772310651412226), (118.07748540162186 23.226583760730875, 120.80642108178972 26.27167662335728), (118.07748540162186 23.226583760730875, 118.72491515711476 22.846096587351724, 120.64681561027805 22.256900238715104, 120.52508569677786 21.898638408581576, 121.62143016078335 21.682076539148284, 122.09515925016854 22.074594927496094, 122.79898532582627 23.468711961972076, 122.5688883395535 26.256946030924325, 122.0237239112929 27.630008439205426), (116.74720701151614 23.345471681904428, 118.07748540162186 23.226583760730875), (58.62932839063211 23.627823889914396, 59.16358759837078 24.147538106643594), (59.16358759837078 24.147538106643594, 60.28251564552278 22.97616030728159, 60.75456341541491 21.804782507919413, 60.57973090804734 18.080850100992336, 60.436233720166854 15.382642020637263), (67.01283612581267 24.81917247350094, 66.89118442401309 23.15099281464893, 67.18839968653765 20.913136720345392, 67.52058145053587 18.605347623094815, 67.60691385525092 17.664566462040852), (56.35900096937115 25.124691046697023, 57.08308076069807 24.794418383903064, 59.16358759837078 24.147538106643594), (121.82576063788915 24.859920695879087, 122.22909802806575 25.15413730428652, 120.80642108178972 26.27167662335728), (120.80642108178972 26.27167662335728, 122.0237239112929 27.630008439205426), (127.675053 26.212411, 125.41126287586417 26.78481558766771, 123.65896174544764 29.61881121047469), (122.0237239112929 27.630008439205426, 123.65896174544764 29.61881121047469), (123.65896174544764 29.61881121047469, 124.6946536343022 30.8784364807031, 126.98058447831897 32.85155573553874, 128.72089769839087 34.734867234754795, 128.640536 34.778), (121.72700057995621 31.16859111472304, 123.11029301313647 30.534042952229527, 123.65896174544764 29.61881121047469), (29.156744406794644 31.780433990794904, 29.916842886830693 31.21896952386288, 30.376201145682842 31.688646924426962, 30.82202403946974 31.701759362479493, 31.490758380150396 30.9936877076413, 32.303729539409176 30.2462787386454, 32.544013176301064 29.9858921027718, 33.06425094645755 29.01370956170473, 33.195375326983196 28.646561296233074, 34.42794450392387 27.427104557344876, 38.007640092272766 22.195241774373415, 39.141076163881564 21.53149854594335, 38.33545104358677 20.372612885067667, 38.71571174711096 18.8777949470757, 39.62046997273768 17.566551141819616, 41.08906303462442 15.901271509144522, 42.51831878235345 14.301554066732194, 43.01659142835075 13.383683403052999, 43.12149093277117 12.990310261476282, 43.72466308318889 12.059327159744555, 43.16205122628912 11.573246467810634, 43.9784130417986 11.995707552896818, 55.63391353296322 13.891668966126247, 60.436233720166854 15.382642020637263), (27.963512544011678 34.429146477412075, 29.156744406794644 31.780433990794904), (32.46610210623379 34.718839193875, 31.92468295051924 33.74584276111756, 29.686826856215646 32.36466595291455, 29.156744406794644 31.780433990794904), (22.508738314146626 35.26834251277586, 25.078776172448443 34.84874449509397, 27.963512544011678 34.429146477412075), (24.006144643749167 35.52132400509231, 23.77748810719504 35.65151709142293, 23.13060782993557 35.47668458405559, 22.508738314146626 35.26834251277586), (28.254347990084057 36.77164063580824, 28.346489299299048 36.76908753590286, 28.462999304643233 35.38926833037186, 27.963512544011678 34.429146477412075))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx12263",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_57",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((103.64121321435027 1.3193926726949599, 103.6429576576237 1.1694824548885663, 103.56992233060976 1.115923215078226, 103.46767287279016 1.115923215078226, 102.26015546615957 1.8219313762130582, 102.24138426716155 2.1890963784847486, 101.82194350407582 2.104334640667048, 101.24698817046777 2.7563627823299157, 100.24160529851946 3.9669258322269343, 98.9489701774429 5.48525914904684, 98.46431751843784 6.048808752541163), (98.46431751843784 6.048808752541163, 98.06669541226375 6.511160038790024, 96.54836209544362 8.357781640327858, 96.13800173954638 8.829696049609765, 95.60453327687998 9.096430280943139, 92.79356483898351 9.85559693935312, 90.52376843926783 10.43952796334645), (100.00428294147076 6.570741109060407, 99.40036656892994 6.388051932020858, 98.46431751843784 6.048808752541163), (90.52376843926783 10.43952796334645, 87.84872255042097 11.127714042634636, 80.74948839339777 13.200033839915989, 80.28714083648237 13.060484880600256, 80.4212001086799 12.666565377249583, 81.11881271370532 10.799425757916936, 81.8779793721153 8.686069925045729, 82.18574963903836 7.229290661610321, 81.64287916078676 5.649364337264665, 79.92371858407438 5.548237244516878, 79.842778 6.934444, 79.27531545998562 6.500021646848991, 78.60906637835315 6.041975403226662, 78.32353105765351 5.94679696299345, 78.08214608006534 5.957173558328805, 76.81002897678377 6.572714092174692, 75.68153799806606 7.967939302225432, 74.08113261006667 10.799425757916936, 72.99367766693882 13.302623928890341, 72.5422812754519 15.887894171043285, 72.56279929324671 17.631925683606937, 72.82436980466821 19.08060660884371, 71.98829479499045 19.23233107160638, 67.08448854201782 17.693479736991435), (61.17223617506522 15.836090719054937, 57.810344498738914 14.77992121012062, 55.512326505713986 14.164380676274675, 44.43259689648693 12.215168985762489, 44.001718522794874 12.379313128121339, 43.32462393556443 12.871745555198117, 43.201515828795095 13.733502302582451, 42.852709526282524 14.451632925402691, 42.07302485007756 15.621159939710083, 40.00070505279621 18.24746621745271, 39.241538394386225 19.724763498682933, 39.05687623423239 20.401858085913545, 39.141076163881564 21.53149854594335, 38.03097534448921 22.43314184760527, 36.369015903105264 24.95685803637349, 34.542912319362074 27.58316431411629, 33.496493411824076 28.301294936936586, 33.14768710931139 28.793727364013307, 32.757844771208966 29.14253366652605, 32.544013176301064 29.9858921027718, 32.125176363227226 30.00463249870265, 31.191243108069333 30.099434120381954, 30.008430386697 30.80449310790999, 29.916842886830693 31.21896952386288, 29.167191657107708 32.569042638268456, 27.997664642800316 32.99992101196051, 26.54088537936491 33.471835421242474, 24.099241261776 33.92323181272951, 20.2213358985465 34.210484061857585, 17.246223318291186 34.68239847113949, 14.353182809215184 35.50311918293414, 11.93205670942109 37.083006553138716, 9.05953421814013 37.69854708698466), (67.08448854201782 17.693479736991435, 61.17223617506522 15.836090719054937), (92.00166665999996 21.58299999999997, 91.87025403821451 21.325168886682548, 91.50092971790696 19.970979712221492, 90.94694323744568 16.72913290063275, 90.63917297052262 12.748637448428951, 90.52376843926783 10.43952796334645), (67.01283612581267 24.81917247350094, 66.75620025730007 24.15665534237388, 66.59205611494104 23.130754452630697, 66.6946462039154 20.27874997914438, 67.08448854201782 17.693479736991435), (56.35900096937115 25.124691046697023, 56.80496162679054 25.326182356681045, 57.68723639196969 25.3672183922709, 58.877281424071896 25.223592267706692, 60.31354266971249 24.690123805040287, 61.27788950607095 23.869403093245637, 61.3189255416608 23.00764634586136, 61.17223617506522 15.836090719054937), (7.766666600000008 36.90000000000009, 7.048768474243275 38.92962815467655), (9.05953421814013 37.69854708698466, 9.866666600000087 37.2666660000001), (9.05953421814013 37.69854708698466, 7.951561257217236 38.149943478471755), (7.951561257217236 38.149943478471755, 7.048768474243275 38.92962815467655), (13.093138915279326 38.179410795312776, 12.301381029728645 38.29356960303579, 9.285232413883648 38.33460563862542, 8.710727915627388 38.35512365642029, 7.951561257217236 38.149943478471755), (7.048768474243275 38.92962815467655, 5.6945792997822196 41.33023623667577, 5.196449932555814 42.79635047125501, 5.3746910852560745 43.285362843241955))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11838",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_56",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((180 18, 145.1895123694585 13.886175831622381, 144.81248904523852 13.553344182046999, 141.3047951580901 17.635015041875704, 132.06509108226157 31.70361423425726, 131.562095 32.218429, 133.49745147476278 31.822795521281705, 136.71037826321447 33.54133775696522, 138.9332752854574 34.28853003334933, 139.24299667140764 34.86671997746144, 139.25469422287267 35.29532832184985, 139.65244785147695 34.69014588190572, 142.4263991775532 34.41928868171664, 144.46249813069983 34.65278626808663, 180 40.5), (-180 18, -159.12359072225487 22.36887844979441, -158.2334131025118 21.476054537225707, -157.84440692894896 22.12049324721079, -129.32978567234295 32.68928361714626, -120.84921667329058 35.228182396916225, -123.39682912507334 36.626189078097525, -124.87610099823837 39.65096887844987, -124.87610099823837 42.45496183206109, -124.3845 43.251167, -180 40.5))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11577",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_55",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((113.928274 22.224505, 114.80084407131287 21.904881496513273, 115.46988698805134 22.02463185247667, 118.2995447760696 22.906936552730006, 119.42366479424281 23.634667660765423, 122.68205103303147 27.70218336824658, 126.68396164845649 31.76969907572774, 127.38374929705539 32.753775456569954, 129.195528 35.178228, 128.86815644550373 31.54293858559783, 129.9268247817327 30.438979625359064, 130.44766695784534 30.19554252130641, 131.1496716299972 30.212526505310088, 137.20729259130732 33.5696940100362, 138.2772835835387 33.89238970610599, 140.1058925279342 34.48116781823333, 139.994003 35.026511, 140.27363557982235 34.407570554217415, 138.58655983545745 33.8018084580864, 134.38162578304448 29.67033612993101, 130.72960899191892 27.505368092078132, 129.8330060671516 26.93679062759152, 128.98013987042165 26.040187702824166, 125.69988526761426 25.1217164140381, 123.1412866774245 25.187321506094246, 121.82576063788915 24.859920695879087, 122.48008167197389 24.14924421599869, 122.14606331990166 22.9490426797391, 120.84961920762125 21.18836967135829, 118.45487746310327 20.780754055270133, 115.37801745078036 21.251015982725384, 113.928274 22.224505))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11483",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_54",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((131.31961982348957 37.68175933469115, 129.40914674026666 35.20054642542259, 129.195528 35.178228), (131.31961982348957 37.68175933469115, 137.5469110658521 37.78060522742709, 138.03066128893715 37.530169654337584, 138.224702 37.170251), (132.84721404552783 42.74823012135096, 131.31961982348957 37.68175933469115))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11478",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_53",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-43.48752419811808 -23.421957504536692, -39.99639758509744 -22.741934023088334, -36.49613348448895 -17.19101014636584, -35.41089908420713 -13.970888401267416), (-43.27555662481353 -23.000684451357017, -43.48752419811808 -23.421957504536692), (-35.41089908420713 -13.970888401267416, -38.47959872271457 -13.0177694463909), (-35.41089908420713 -13.970888401267416, -34.339405099265605 -10.791537396768604, -34.622254723557205 -5.700244159520025, -36.77898310878055 -4.49813325628071, -38.47613404925016 -3.7501395349600557, -39.642835554732926 -0.7503757344171049, -53.92674158145826 15.973108301823231, -61.32944659221465 19.972778770321497, -65.64290336266146 19.159586100483068, -66.009888703738 18.454297969511742), (-84.02592184035348 -4.5320071941908395, -83.97009151005699 -6.4860687545719315, -80.50861103166767 -12.822811243236288, -76.9087502314386 -12.281156174782438, -77.12041077336869 -14.221089091304123, -75.42331302761914 -16.024255446163068, -73.12515983024991 -17.36779116154804, -70.31607480096278 -18.488954730605485, -70.72093802377145 -19.312382328552758, -71.74626791182845 -22.38837199272382, -72.34732336344814 -27.90393966640977, -72.418035769521 -30.272805269851915, -71.56999592894272 -33.01245961030099, -56.688757637474566 -36.44822425178205, -51.55787597801617 -34.16198760386118, -47.52726883186102 -28.151433087664998, -46.35413871262938 -23.980334612619345, -43.48752419811808 -23.421957504536692), (-81.05000000000001 -4.100000000000023, -84.02592184035348 -4.5320071941908395), (-83.886346014612 -3.0245882761826124, -84.02592184035348 -4.5320071941908395), (-80.95006699999999 -2.216699999999946, -81.40712626655585 -2.837164228702136, -83.886346014612 -3.0245882761826124), (-66.009888703738 18.454297969511742, -66.39625722853066 18.654838458119286, -67.19451019912134 18.57950666125356, -67.37248969895057 18.338373145356115, -67.64137270675695 17.095706243322923, -68.32522225448781 16.983432436979058, -73.12237579827075 15.585113212514557, -75.39847205415083 14.595062374755173, -75.53115927982992 12.614960699236292, -74.84730973209906 11.328915281115655, -74.86866073187286 11.120205430925353), (-66.009888703738 18.454297969511742, -66.13043225609374 19.617006977267067, -66.78673177495779 20.64620395003135, -68.97936880389011 22.64493430293561, -77.54109434543517 27.343442222076078, -78.89844107763133 27.283778629452115, -80.0669043620793 26.374284649040476, -80.15358628542532 25.388354682295073, -80.57123143379329 24.83646645052295, -81.5705966102455 24.29949411690683, -83.04727052768965 23.911680764850814, -86.32876812201005 21.659380143294527, -87.31321740030614 17.48292865961406, -88.70039592881437 15.976422945857848, -88.58983891871873 15.723132958917063, -90.8176621826965 13.925369205094398, -90.55576792721922 9.85648517651748, -82.71390907838344 2.474699258032672, -83.4397033722392 -0.3447324219457073, -83.886346014612 -3.0245882761826124))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11421",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_52",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((4.62649914432288 52.61891409013094, 2.5766241083561465 51.76922120227908, 2.318461913906947 51.6513645482914, 2.643538657540204 51.1275309374374))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11295",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_51",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-78.53720918749514 -13.223505995208086, -77.33818851411854 -15.076537944971903, -74.85296674738265 -17.086325982419226, -72.10841749194401 -18.16685718534785, -70.31607480096278 -18.488954730605485), (-76.9087502314386 -12.281156174782438, -78.53720918749514 -13.223505995208086), (-80.98866629636478 -2.2013635437882044, -82.56745986868486 -2.020473174140136), (-82.56745986868486 -2.020473174140136, -82.69762328064462 -2.866535351878383, -82.69762328064462 -5.459810238907096, -82.0925258070045 -7.102217667358616, -81.0552158521931 -9.176837576981598, -78.76448970198436 -12.872254290997546, -78.53720918749514 -13.223505995208086), (-74.86866073187286 11.120205430925353, -76.61020251880495 14.216254116778998), (-70.22666831245238 11.708146433787988, -70.68211630407814 12.260901489122602, -70.87661192060534 13.017273331172703, -73.39897889502748 15.672282735496822), (-69.88 12.4138, -69.70110113166781 12.444775978036217, -71.22238190554248 16.345309436192792), (-76.61020251880495 14.216254116778998, -78.18100285240291 13.384653940168334, -80.10094245596247 11.458094450643326, -80.32045463420161 11.158759662135424, -80.42850775449449 10.121449707323904, -79.87336909379428 9.380354382844246, -79.54247216809296 8.651927271340924, -79.21831280721443 6.598917985776552, -80.14756964173307 4.8268468129735425, -81.27132209277875 2.449678166530532, -82.35185329570737 -0.6190304497868055, -82.56745986868486 -2.020473174140136), (-73.39897889502748 15.672282735496822, -76.61020251880495 14.216254116778998), (-71.22238190554248 16.345309436192792, -73.39897889502748 15.672282735496822), (-64.88188914497016 17.731745447062963, -68.34816890575235 17.123291902301503, -71.22238190554248 16.345309436192792))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11288",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_50",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((180 33, 149.16710151359916 34.1834004152131, 139.11000037331848 31.555238096324445, 136.87935 34.322629, 138.4941608836864 33.48553040471876, 140.39249049074795 34.049390684044056, 141.36984830824497 35.640729694584024, 140.616147 36.380301, 143.4552287405478 36.07567728481297, 180 44), (-180 44, -124.70422435820323 48.540715954388794, -123.7083598977107 48.27537048958651, -122.85008197452305 48.27209461965067, -122.61749520907907 48.08537003330832, -122.54215020055497 47.97071458555425, -122.3321666666667 47.86499999999853, -122.58801237965659 47.96743871561842, -122.65352977837321 48.09847351305165, -122.84025436471556 48.229508310484874, -123.76732555655565 48.21640483074155, -124.73932843017236 48.44437138066507, -124.95716377483086 48.07095687963789, -125.91163441955192 42.369165987780036, -125.75224973789341 39.65018350210528, -124.10521894093684 35.91061201629328, -120.60720462213594 35.11764749923625, -134.46162078305633 34.01649385683652, -180 33))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx11157",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_5",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((31.768316669999997 -28.96246666999863, 32.566748062501745 -29.188714936079123, 33.3091398963208 -28.289278675875266, 34.665432669644076 -26.576066751677445), (34.665432669644076 -26.576066751677445, 34.13719232634975 -26.133487004593007, 33.423354024600656 -25.77656785371846, 32.594934284705076 -25.974617829323964), (34.665432669644076 -26.576066751677445, 37.62072323888532 -25.248327510424133, 38.206070646319574 -25.319711340599042, 42.389163094569255 -23.406624691911475), (42.389163094569255 -23.406624691911475, 43.69802067837473 -23.409263092872255), (42.389163094569255 -23.406624691911475, 42.688975181303874 -19.294916073836703, 42.374886328534274 -17.310445594974226, 42.531930754919074 -14.312324727628038, 42.005706933037686 -12.89606470286094, 41.83236921920496 -12.199363354450725), (41.83236921920496 -12.199363354450725, 40.657803814433635 -6.625872525127534), (43.2 -11.75, 42.83174284165369 -12.070872460135888, 41.83236921920496 -12.199363354450725), (40.657803814433635 -6.625872525127534, 39.29672433537929 -6.8016176235832875), (40.657803814433635 -6.625872525127534, 41.14321385962302 -4.627125280230075), (41.14321385962302 -4.627125280230075, 39.68928106903823 -4.059714671744109), (41.14321385962302 -4.627125280230075, 43.370389361080186 -4.056054638830801, 44.902762248834904 -3.3802877131749938, 49.014470866909505 -0.1537385892690963, 49.45229169198228 1.0359919136460007), (49.45229169198228 1.0359919136460007, 50.3564868741978 1.626098243091917, 54.801320033088814 7.765107638133884, 55.23914085816159 9.173748553585426, 55.71503305932765 10.030354515684337, 55.90538993979408 11.277192082739418, 56.428871361076745 12.29560139323479, 56.31465723279689 13.37111776787009, 55.61985461909444 13.951706253292684, 54.66807021676232 14.38000923434214, 53.09762595291431 14.53229473871528, 51.86030622988255 14.265795106062285, 51.022735955830285 13.904117033176078, 49.74734485670524 13.21883226349695, 47.96750802434434 12.771493594400852, 45.50390925439251 12.181634316464681, 45.46312531570794 12.171869420931614, 44.22094752645597 11.89495964637814, 43.73018369400347 12.046650285499823), (45.35920096034523 2.0333333333333328, 49.45229169198228 1.0359919136460007), (43.73018369400347 12.046650285499823, 43.16205122628917 11.573246467810657), (43.73018369400347 12.046650285499823, 43.29295773418215 12.620695253156384, 43.16555742616163 13.026938647797635, 42.39223259926678 14.192874540654486, 42.01151883833393 14.752047877024609, 41.80926465283835 15.335015823453034, 40.09605272864053 17.060125052679837, 38.32335427929695 19.41579144845184, 37.24435479286211 19.572421127594907))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx6155",,,
